distance_km,avg_speed_kmph,vehicle_type,traffic_level,co2_emission
63.5,36,car,medium,9144.0
30.6,46,bike,low,1224.0
68.9,12,car,high,12402.0
56.8,33,car,medium,8179.2
3.5,63,car,low,420.0
8.6,34,bike,medium,412.8
45.3,70,bike,low,1812.0
7.2,21,car,medium,1036.8
25.3,7,car,high,4554.0
44.8,27,car,medium,6451.2
49.5,74,car,low,5940.0
16.5,9,car,high,2970.0
71.5,33,car,medium,10296.0
15.4,6,car,high,2772.0
50.4,10,car,high,9072.0
13.6,27,car,medium,1958.4
97.8,6,car,high,17604.0
90.5,38,car,medium,13032.0
87.2,6,bike,high,5232.0
34.9,14,car,high,6282.0
36.8,78,car,low,4416.0
84.9,10,car,high,15282.0
59.3,50,bike,low,2372.0
48.5,21,bike,medium,2328.0
13.3,18,car,high,2394.0
55.8,71,bike,low,2232.0
35.3,12,car,high,6354.0
38.0,47,bike,low,1520.0
81.7,24,bike,medium,3921.6
33.9,19,car,high,6102.0
56.3,55,bike,low,2252.0
4.7,12,car,high,846.0
4.3,9,car,high,774.0
55.0,10,bike,high,3300.0
7.7,69,car,low,924.0
65.9,78,bike,low,2636.0
94.3,62,bike,low,3772.0
33.9,17,bike,high,2034.0
79.3,13,bike,high,4758.0
67.0,36,bike,medium,3216.0
64.2,47,bike,low,2568.0
92.0,21,car,medium,13248.0
80.7,18,bike,high,4842.0
37.1,39,bike,medium,1780.8
55.0,80,bike,low,2200.0
78.8,31,car,medium,11347.2
7.9,23,bike,medium,379.2
54.7,7,bike,high,3282.0
90.2,47,car,low,10824.0
93.4,30,bike,medium,4483.2
65.8,5,bike,high,3948.0
13.7,22,car,medium,1972.8
70.4,43,car,low,8448.0
29.7,58,car,low,3564.0
3.6,80,car,low,432.0
21.5,51,bike,low,860.0
83.3,19,car,high,14994.0
43.7,53,car,low,5244.0
74.2,38,bike,medium,3561.6
70.2,80,car,low,8424.0
36.0,49,bike,low,1440.0
56.4,30,bike,medium,2707.2
94.6,8,car,high,17028.0
17.5,45,car,low,2100.0
98.1,61,bike,low,3924.0
35.7,16,bike,high,2142.0
79.9,27,car,medium,11505.6
5.3,51,bike,low,212.0
21.9,80,car,low,2628.0
10.5,20,bike,high,630.0
81.5,25,bike,medium,3912.0
34.3,7,car,high,6174.0
84.1,5,bike,high,5046.0
24.5,20,car,medium,3528.0
43.8,72,car,low,5256.0
31.4,23,car,medium,4521.6
10.6,34,bike,medium,508.8
71.7,25,car,medium,10324.8
1.9,24,car,medium,273.6
13.1,70,bike,low,524.0
11.9,66,bike,low,476.0
43.6,7,car,high,7848.0
16.5,78,bike,low,660.0
84.5,9,bike,high,5070.0
83.3,62,car,low,9996.0
27.1,31,car,medium,3902.4
27.3,76,bike,low,1092.0
18.2,37,car,medium,2620.8
3.3,39,car,medium,475.2
26.2,40,car,medium,3772.8
38.2,30,car,medium,5500.8
48.3,38,bike,medium,2318.4
70.8,73,bike,low,2832.0
97.8,13,car,high,17604.0
11.8,72,car,low,1416.0
75.3,36,bike,medium,3614.4
90.4,17,bike,high,5424.0
10.3,74,bike,low,412.0
14.3,63,car,low,1716.0
77.8,18,car,high,14004.0
34.0,16,car,high,6120.0
66.7,74,bike,low,2668.0
93.1,51,car,low,11172.0
83.8,20,car,medium,12067.2
51.1,36,car,medium,7358.4
80.5,31,car,medium,11592.0
17.0,23,car,medium,2448.0
27.8,8,car,high,5004.0
89.5,61,bike,low,3580.0
34.4,10,bike,high,2064.0
54.4,34,bike,medium,2611.2
6.6,16,bike,high,396.0
38.9,46,car,low,4668.0
17.6,29,car,medium,2534.4
97.5,53,bike,low,3900.0
34.7,30,bike,medium,1665.6
59.1,63,bike,low,2364.0
86.8,6,car,high,15624.0
25.4,12,bike,high,1524.0
97.7,39,car,medium,14068.8
45.2,12,car,high,8136.0
26.8,10,car,high,4824.0
96.7,18,car,high,17406.0
68.4,73,car,low,8208.0
40.8,63,car,low,4896.0
79.2,16,car,high,14256.0
15.2,53,car,low,1824.0
75.8,30,car,medium,10915.2
77.4,65,bike,low,3096.0
38.0,27,bike,medium,1824.0
27.1,16,car,high,4878.0
6.1,39,bike,medium,292.8
62.7,12,car,high,11286.0
52.8,13,car,high,9504.0
10.0,12,car,high,1800.0
82.9,24,car,medium,11937.6
39.8,11,car,high,7164.0
83.4,14,bike,high,5004.0
92.5,35,bike,medium,4440.0
61.8,18,car,high,11124.0
80.9,26,car,medium,11649.6
79.1,30,car,medium,11390.4
33.6,21,bike,medium,1612.8
18.4,8,car,high,3312.0
46.5,79,car,low,5580.0
50.7,59,car,low,6084.0
63.6,16,car,high,11448.0
87.9,39,bike,medium,4219.2
73.4,20,car,high,13212.0
36.9,15,car,high,6642.0
62.3,76,bike,low,2492.0
72.1,11,car,high,12978.0
90.4,18,bike,high,5424.0
78.1,71,bike,low,3124.0
44.1,35,bike,medium,2116.8
63.1,9,car,high,11358.0
5.9,78,car,low,708.0
61.0,19,bike,high,3660.0
75.8,29,bike,medium,3638.4
92.6,64,car,low,11112.0
34.1,40,car,medium,4910.4
86.0,64,bike,low,3440.0
43.4,13,car,high,7812.0
46.2,18,bike,high,2772.0
34.0,6,bike,high,2040.0
74.8,76,car,low,8976.0
25.2,68,bike,low,1008.0
88.2,20,car,medium,12700.8
57.2,14,bike,high,3432.0
82.9,77,car,low,9948.0
40.8,33,car,medium,5875.2
34.8,17,car,high,6264.0
48.7,6,bike,high,2922.0
99.9,61,car,low,11988.0
80.1,23,bike,medium,3844.8
10.7,29,bike,medium,513.6
34.6,16,bike,high,2076.0
64.5,27,bike,medium,3096.0
71.7,18,car,high,12906.0
17.0,5,bike,high,1020.0
47.9,30,car,medium,6897.6
37.4,39,bike,medium,1795.2
76.9,7,car,high,13842.0
62.6,14,car,high,11268.0
68.8,67,car,low,8256.0
6.9,7,bike,high,414.0
84.5,17,bike,high,5070.0
92.8,11,bike,high,5568.0
49.0,12,car,high,8820.0
56.1,27,bike,medium,2692.8
58.4,34,car,medium,8409.6
29.6,52,car,low,3552.0
39.5,69,car,low,4740.0
83.5,50,bike,low,3340.0
87.9,20,bike,medium,4219.2
86.8,5,car,high,15624.0
57.0,70,bike,low,2280.0
94.2,5,bike,high,5652.0
84.9,28,car,medium,12225.6
21.4,56,car,low,2568.0
37.4,40,car,medium,5385.6
21.2,74,bike,low,848.0
17.6,31,car,medium,2534.4
75.5,40,bike,medium,3624.0
81.9,28,bike,medium,3931.2
26.0,11,bike,high,1560.0
99.6,11,bike,high,5976.0
78.9,54,car,low,9468.0
6.4,64,bike,low,256.0
64.7,71,car,low,7764.0
74.5,13,car,high,13410.0
53.5,67,car,low,6420.0
67.9,12,car,high,12222.0
24.5,68,bike,low,980.0
25.4,12,bike,high,1524.0
69.1,9,car,high,12438.0
24.4,19,car,high,4392.0
52.2,25,bike,medium,2505.6
99.7,33,bike,medium,4785.6
25.9,6,bike,high,1554.0
47.8,27,car,medium,6883.2
69.1,24,car,medium,9950.4
96.3,11,bike,high,5778.0
36.1,10,bike,high,2166.0
69.4,74,car,low,8328.0
92.3,12,car,high,16614.0
21.2,75,bike,low,848.0
36.1,17,car,high,6498.0
6.2,80,bike,low,248.0
94.0,56,bike,low,3760.0
97.0,26,bike,medium,4656.0
13.4,8,car,high,2412.0
50.5,80,bike,low,2020.0
72.7,10,car,high,13086.0
33.4,72,bike,low,1336.0
9.0,13,bike,high,540.0
54.7,65,car,low,6564.0
4.6,22,bike,medium,220.8
55.1,56,car,low,6612.0
98.8,17,car,high,17784.0
69.9,78,car,low,8388.0
24.4,19,bike,high,1464.0
14.9,69,bike,low,596.0
98.9,60,car,low,11868.0
73.3,25,car,medium,10555.2
21.3,37,car,medium,3067.2
24.0,8,car,high,4320.0
47.3,14,bike,high,2838.0
31.0,32,bike,medium,1488.0
96.9,50,car,low,11628.0
47.1,46,bike,low,1884.0
99.1,65,car,low,11892.0
99.4,47,car,low,11928.0
4.0,17,bike,high,240.0
88.8,50,car,low,10656.0
74.8,31,bike,medium,3590.4
80.7,19,car,high,14526.0
86.6,27,car,medium,12470.4
11.3,20,bike,high,678.0
31.0,68,bike,low,1240.0
48.5,27,car,medium,6984.0
62.6,23,car,medium,9014.4
31.8,64,bike,low,1272.0
49.4,11,bike,high,2964.0
19.6,9,bike,high,1176.0
55.3,32,bike,medium,2654.4
32.8,13,bike,high,1968.0
11.3,16,car,high,2034.0
99.0,19,bike,high,5940.0
11.0,35,bike,medium,528.0
87.9,7,bike,high,5274.0
61.3,5,bike,high,3678.0
35.8,77,bike,low,1432.0
48.8,6,car,high,8784.0
81.5,36,bike,medium,3912.0
46.5,20,bike,medium,2232.0
6.2,16,bike,high,372.0
69.9,19,bike,high,4194.0
60.5,62,bike,low,2420.0
51.4,6,bike,high,3084.0
26.3,21,car,medium,3787.2
7.0,9,car,high,1260.0
39.1,20,car,medium,5630.4
87.0,10,car,high,15660.0
94.9,42,bike,low,3796.0
15.6,22,car,medium,2246.4
7.9,5,bike,high,474.0
97.9,8,bike,high,5874.0
7.1,65,car,low,852.0
88.0,34,car,medium,12672.0
63.8,27,bike,medium,3062.4
8.0,26,car,medium,1152.0
41.1,36,bike,medium,1972.8
98.2,43,bike,low,3928.0
63.9,12,car,high,11502.0
90.9,24,bike,medium,4363.2
13.6,6,bike,high,816.0
32.6,39,bike,medium,1564.8
12.6,40,car,medium,1814.4
3.7,68,bike,low,148.0
25.2,75,bike,low,1008.0
17.3,30,bike,medium,830.4
41.3,29,bike,medium,1982.4
10.3,55,bike,low,412.0
23.6,49,car,low,2832.0
48.4,17,bike,high,2904.0
24.9,14,car,high,4482.0
37.4,65,car,low,4488.0
9.8,54,car,low,1176.0
82.4,42,bike,low,3296.0
5.4,69,bike,low,216.0
87.0,75,car,low,10440.0
26.1,8,bike,high,1566.0
77.9,64,car,low,9348.0
7.8,22,bike,medium,374.4
45.5,10,bike,high,2730.0
2.6,40,car,medium,374.4
85.4,72,bike,low,3416.0
78.0,71,bike,low,3120.0
39.8,53,car,low,4776.0
6.5,74,car,low,780.0
64.9,46,bike,low,2596.0
1.6,26,bike,medium,76.8
9.9,57,car,low,1188.0
56.6,16,bike,high,3396.0
80.8,24,car,medium,11635.2
86.0,70,car,low,10320.0
13.8,6,bike,high,828.0
97.1,26,bike,medium,4660.8
21.8,17,car,high,3924.0
60.2,31,car,medium,8668.8
29.7,18,bike,high,1782.0
54.5,39,car,medium,7848.0
44.5,14,bike,high,2670.0
16.1,59,bike,low,644.0
38.1,14,car,high,6858.0
75.3,71,bike,low,3012.0
34.6,18,car,high,6228.0
30.7,23,bike,medium,1473.6
80.0,26,car,medium,11520.0
94.9,31,car,medium,13665.6
47.3,21,bike,medium,2270.4
22.8,11,bike,high,1368.0
95.2,16,bike,high,5712.0
9.3,28,bike,medium,446.4
14.8,43,bike,low,592.0
61.5,13,bike,high,3690.0
74.3,7,bike,high,4458.0
10.0,76,car,low,1200.0
21.3,13,car,high,3834.0
99.4,79,car,low,11928.0
45.0,26,bike,medium,2160.0
70.1,34,car,medium,10094.4
26.8,12,car,high,4824.0
65.7,48,car,low,7884.0
94.4,76,bike,low,3776.0
54.6,22,bike,medium,2620.8
83.8,39,car,medium,12067.2
14.0,17,car,high,2520.0
20.5,35,car,medium,2952.0
24.7,41,car,low,2964.0
62.9,19,bike,high,3774.0
40.4,44,car,low,4848.0
6.9,69,bike,low,276.0
30.3,51,car,low,3636.0
48.0,56,bike,low,1920.0
33.4,26,bike,medium,1603.2
12.6,17,car,high,2268.0
76.8,24,car,medium,11059.2
20.6,71,car,low,2472.0
37.2,47,bike,low,1488.0
64.8,57,car,low,7776.0
14.0,50,bike,low,560.0
86.4,70,bike,low,3456.0
80.1,20,car,medium,11534.4
88.9,20,bike,high,5334.0
42.1,23,bike,medium,2020.8
91.9,12,car,high,16542.0
23.7,76,car,low,2844.0
36.6,70,car,low,4392.0
18.4,50,bike,low,736.0
40.4,46,car,low,4848.0
6.1,44,bike,low,244.0
33.9,25,bike,medium,1627.2
72.1,18,bike,high,4326.0
19.1,9,car,high,3438.0
29.1,16,bike,high,1746.0
8.9,46,bike,low,356.0
17.3,43,car,low,2076.0
3.2,55,bike,low,128.0
71.5,6,car,high,12870.0
22.7,47,bike,low,908.0
15.9,38,bike,medium,763.2
97.7,33,bike,medium,4689.6
49.6,11,bike,high,2976.0
33.1,13,car,high,5958.0
33.5,78,bike,low,1340.0
1.4,9,car,high,252.0
31.4,73,bike,low,1256.0
40.2,49,bike,low,1608.0
37.0,25,bike,medium,1776.0
68.7,44,bike,low,2748.0
33.6,33,car,medium,4838.4
37.1,16,bike,high,2226.0
31.3,34,car,medium,4507.2
30.2,17,bike,high,1812.0
61.7,10,bike,high,3702.0
78.5,37,bike,medium,3768.0
13.1,15,car,high,2358.0
47.2,73,bike,low,1888.0
47.7,7,bike,high,2862.0
31.6,19,car,high,5688.0
38.9,38,car,medium,5601.6
97.2,34,car,medium,13996.8
7.2,23,car,medium,1036.8
42.9,23,bike,medium,2059.2
41.4,19,bike,high,2484.0
59.5,18,bike,high,3570.0
63.6,17,bike,high,3816.0
36.6,32,bike,medium,1756.8
62.5,28,bike,medium,3000.0
72.0,54,car,low,8640.0
24.4,37,bike,medium,1171.2
52.4,70,bike,low,2096.0
56.8,17,car,high,10224.0
7.6,17,car,high,1368.0
64.5,65,bike,low,2580.0
60.3,55,bike,low,2412.0
28.4,43,bike,low,1136.0
84.6,5,car,high,15228.0
7.5,10,bike,high,450.0
78.6,35,car,medium,11318.4
99.7,5,car,high,17946.0
45.3,51,car,low,5436.0
26.8,18,car,high,4824.0
90.0,32,car,medium,12960.0
16.4,33,bike,medium,787.2
29.4,32,bike,medium,1411.2
76.8,62,bike,low,3072.0
77.7,39,car,medium,11188.8
3.1,54,bike,low,124.0
27.8,7,car,high,5004.0
62.1,29,bike,medium,2980.8
72.0,37,bike,medium,3456.0
66.6,79,bike,low,2664.0
42.8,7,bike,high,2568.0
40.1,51,car,low,4812.0
94.1,42,car,low,11292.0
76.4,35,bike,medium,3667.2
16.5,68,car,low,1980.0
90.9,73,car,low,10908.0
58.0,34,bike,medium,2784.0
6.9,21,bike,medium,331.2
1.6,53,car,low,192.0
23.8,5,car,high,4284.0
45.6,19,bike,high,2736.0
21.4,34,bike,medium,1027.2
98.6,36,car,medium,14198.4
47.9,20,bike,medium,2299.2
50.1,50,bike,low,2004.0
10.0,40,bike,medium,480.0
76.2,31,car,medium,10972.8
98.1,16,bike,high,5886.0
29.5,35,bike,medium,1416.0
60.7,25,bike,medium,2913.6
9.8,15,bike,high,588.0
2.7,27,car,medium,388.8
95.0,44,bike,low,3800.0
84.0,57,bike,low,3360.0
89.9,52,car,low,10788.0
6.8,26,bike,medium,326.4
12.1,40,bike,medium,580.8
91.3,48,bike,low,3652.0
12.0,35,car,medium,1728.0
17.3,14,bike,high,1038.0
60.4,26,car,medium,8697.6
13.1,64,car,low,1572.0
68.8,68,car,low,8256.0
58.9,17,bike,high,3534.0
69.4,77,car,low,8328.0
91.0,16,car,high,16380.0
39.6,15,bike,high,2376.0
58.6,40,car,low,7032.0
76.5,52,car,low,9180.0
97.3,25,car,medium,14011.2
14.8,33,bike,medium,710.4
25.1,22,bike,medium,1204.8
1.2,38,car,medium,172.8
67.9,11,bike,high,4074.0
3.2,51,bike,low,128.0
97.7,61,car,low,11724.0
70.1,53,bike,low,2804.0
67.9,27,bike,medium,3259.2
6.6,35,car,medium,950.4
23.5,20,bike,high,1410.0
57.1,20,bike,high,3426.0
70.0,13,bike,high,4200.0
10.2,13,car,high,1836.0
14.7,53,bike,low,588.0
88.4,50,car,low,10608.0
14.2,16,car,high,2556.0
36.8,66,bike,low,1472.0
53.4,12,bike,high,3204.0
32.4,50,car,low,3888.0
71.5,69,bike,low,2860.0
61.2,48,bike,low,2448.0
5.6,25,bike,medium,268.8
70.6,43,car,low,8472.0
28.1,28,bike,medium,1348.8
58.3,28,bike,medium,2798.4
82.6,31,car,medium,11894.4
46.5,55,bike,low,1860.0
50.9,61,bike,low,2036.0
80.9,58,car,low,9708.0
49.6,10,bike,high,2976.0
51.3,28,bike,medium,2462.4
35.2,32,car,medium,5068.8
10.2,61,bike,low,408.0
74.6,40,car,low,8952.0
85.7,70,car,low,10284.0
53.2,16,car,high,9576.0
58.8,20,car,medium,8467.2
9.5,14,car,high,1710.0
58.3,37,car,medium,8395.2
43.6,64,bike,low,1744.0
36.8,11,bike,high,2208.0
82.0,42,bike,low,3280.0
62.5,13,car,high,11250.0
88.1,67,bike,low,3524.0
58.2,18,bike,high,3492.0
82.2,53,car,low,9864.0
37.3,49,bike,low,1492.0
40.8,36,bike,medium,1958.4
30.3,43,bike,low,1212.0
79.4,40,bike,medium,3811.2
4.1,15,car,high,738.0
99.6,29,bike,medium,4780.8
88.9,6,car,high,16002.0
51.9,40,car,medium,7473.6
22.1,18,car,high,3978.0
79.7,36,car,medium,11476.8
45.5,18,car,high,8190.0
32.2,67,bike,low,1288.0
94.2,52,bike,low,3768.0
89.0,17,bike,high,5340.0
43.9,74,bike,low,1756.0
27.1,36,car,medium,3902.4
69.7,17,car,high,12546.0
83.4,20,bike,high,5004.0
88.4,14,bike,high,5304.0
94.6,8,car,high,17028.0
45.7,16,car,high,8226.0
74.7,8,bike,high,4482.0
6.0,25,car,medium,864.0
74.3,62,car,low,8916.0
16.9,50,bike,low,676.0
87.2,34,car,medium,12556.8
45.7,80,car,low,5484.0
29.2,57,car,low,3504.0
39.8,22,car,medium,5731.2
79.4,51,car,low,9528.0
4.3,79,car,low,516.0
37.8,46,car,low,4536.0
64.6,19,car,high,11628.0
22.8,20,car,medium,3283.2
84.7,31,car,medium,12196.8
10.6,45,bike,low,424.0
11.1,77,car,low,1332.0
5.7,48,bike,low,228.0
82.7,43,bike,low,3308.0
78.8,75,car,low,9456.0
5.2,66,car,low,624.0
37.6,65,car,low,4512.0
85.2,29,car,medium,12268.8
51.0,70,car,low,6120.0
75.9,18,car,high,13662.0
47.7,28,car,medium,6868.8
91.5,16,car,high,16470.0
9.4,14,car,high,1692.0
34.4,68,car,low,4128.0
74.3,59,bike,low,2972.0
69.0,26,car,medium,9936.0
70.2,40,bike,medium,3369.6
87.3,42,car,low,10476.0
85.9,32,car,medium,12369.6
51.1,15,car,high,9198.0
8.3,36,car,medium,1195.2
61.0,37,bike,medium,2928.0
3.3,7,bike,high,198.0
83.3,17,bike,high,4998.0
27.5,23,bike,medium,1320.0
34.1,31,car,medium,4910.4
96.9,67,car,low,11628.0
81.9,23,car,medium,11793.6
48.2,14,car,high,8676.0
83.8,17,car,high,15084.0
62.4,40,car,low,7488.0
18.0,69,bike,low,720.0
82.8,61,car,low,9936.0
50.2,28,car,medium,7228.8
93.0,36,bike,medium,4464.0
79.6,15,bike,high,4776.0
99.5,31,car,medium,14328.0
18.6,55,car,low,2232.0
10.1,51,car,low,1212.0
95.4,23,car,medium,13737.6
60.8,21,bike,medium,2918.4
64.7,72,car,low,7764.0
34.4,44,car,low,4128.0
98.4,15,car,high,17712.0
74.4,25,car,medium,10713.6
66.8,80,car,low,8016.0
76.9,55,car,low,9228.0
5.3,28,bike,medium,254.4
45.5,77,bike,low,1820.0
83.3,12,car,high,14994.0
64.6,40,bike,medium,3100.8
9.6,36,car,medium,1382.4
9.6,72,car,low,1152.0
12.7,17,car,high,2286.0
37.1,10,bike,high,2226.0
81.6,9,car,high,14688.0
40.7,25,bike,medium,1953.6
74.2,20,bike,medium,3561.6
34.9,73,car,low,4188.0
51.5,20,car,medium,7416.0
20.6,54,bike,low,824.0
67.1,56,car,low,8052.0
44.6,42,bike,low,1784.0
83.3,19,bike,high,4998.0
47.9,39,car,medium,6897.6
6.9,38,bike,medium,331.2
25.8,69,car,low,3096.0
27.6,62,bike,low,1104.0
70.2,80,car,low,8424.0
30.2,26,car,medium,4348.8
18.5,45,car,low,2220.0
16.9,58,bike,low,676.0
50.0,32,car,medium,7200.0
70.6,15,car,high,12708.0
45.3,38,bike,medium,2174.4
11.1,48,car,low,1332.0
96.0,7,bike,high,5760.0
97.5,25,car,medium,14040.0
96.2,26,bike,medium,4617.6
23.0,77,car,low,2760.0
57.7,20,bike,high,3462.0
26.5,55,car,low,3180.0
97.4,10,bike,high,5844.0
88.7,42,car,low,10644.0
54.9,54,car,low,6588.0
60.4,10,car,high,10872.0
83.8,16,bike,high,5028.0
55.9,23,bike,medium,2683.2
92.8,64,car,low,11136.0
12.7,46,car,low,1524.0
40.6,5,car,high,7308.0
7.9,29,car,medium,1137.6
83.6,31,bike,medium,4012.8
60.6,76,bike,low,2424.0
59.1,21,bike,medium,2836.8
36.2,69,car,low,4344.0
47.4,40,bike,medium,2275.2
38.7,55,car,low,4644.0
67.2,13,car,high,12096.0
78.0,28,car,medium,11232.0
21.2,38,bike,medium,1017.6
26.8,52,car,low,3216.0
38.3,11,bike,high,2298.0
35.7,60,bike,low,1428.0
81.0,64,bike,low,3240.0
73.5,58,car,low,8820.0
47.3,22,car,medium,6811.2
66.8,9,car,high,12024.0
18.9,41,car,low,2268.0
42.7,6,bike,high,2562.0
56.7,48,bike,low,2268.0
39.5,41,bike,low,1580.0
66.0,9,bike,high,3960.0
55.2,13,car,high,9936.0
20.1,38,bike,medium,964.8
31.8,23,car,medium,4579.2
19.3,57,bike,low,772.0
43.4,42,car,low,5208.0
36.5,5,car,high,6570.0
18.5,9,car,high,3330.0
87.0,40,car,medium,12528.0
17.8,7,car,high,3204.0
99.3,35,car,medium,14299.2
90.1,57,car,low,10812.0
59.8,77,car,low,7176.0
64.5,16,car,high,11610.0
30.9,9,car,high,5562.0
78.4,20,bike,high,4704.0
1.7,20,car,medium,244.8
23.1,33,bike,medium,1108.8
59.8,78,car,low,7176.0
53.7,16,bike,high,3222.0
60.5,19,bike,high,3630.0
19.3,52,car,low,2316.0
95.2,14,car,high,17136.0
97.1,61,car,low,11652.0
46.8,35,car,medium,6739.2
96.8,71,car,low,11616.0
90.8,56,bike,low,3632.0
69.9,21,bike,medium,3355.2
3.1,9,bike,high,186.0
20.9,16,car,high,3762.0
92.2,17,bike,high,5532.0
64.5,37,bike,medium,3096.0
39.8,16,bike,high,2388.0
11.1,46,car,low,1332.0
92.3,15,car,high,16614.0
51.5,37,car,medium,7416.0
77.8,64,car,low,9336.0
99.3,37,car,medium,14299.2
80.1,39,car,medium,11534.4
29.3,12,car,high,5274.0
59.7,8,car,high,10746.0
85.4,32,bike,medium,4099.2
62.0,72,car,low,7440.0
30.2,56,bike,low,1208.0
52.8,22,car,medium,7603.2
53.0,6,bike,high,3180.0
29.9,59,car,low,3588.0
33.9,24,car,medium,4881.6
27.5,50,car,low,3300.0
42.4,30,car,medium,6105.6
83.5,29,car,medium,12024.0
38.8,41,car,low,4656.0
93.5,77,car,low,11220.0
73.4,6,bike,high,4404.0
34.1,16,car,high,6138.0
88.1,80,car,low,10572.0
8.4,43,car,low,1008.0
43.2,31,car,medium,6220.8
97.5,37,car,medium,14040.0
44.8,15,car,high,8064.0
68.2,28,car,medium,9820.8
43.7,68,car,low,5244.0
27.3,77,bike,low,1092.0
20.4,6,car,high,3672.0
60.5,61,car,low,7260.0
34.6,7,car,high,6228.0
24.3,22,bike,medium,1166.4
94.6,18,car,high,17028.0
40.5,38,car,medium,5832.0
33.3,75,car,low,3996.0
69.6,69,car,low,8352.0
42.0,15,bike,high,2520.0
54.6,6,bike,high,3276.0
3.2,37,car,medium,460.8
26.6,60,car,low,3192.0
57.3,52,bike,low,2292.0
8.5,67,bike,low,340.0
80.6,62,car,low,9672.0
80.4,69,bike,low,3216.0
31.2,10,car,high,5616.0
20.3,13,bike,high,1218.0
71.6,34,bike,medium,3436.8
2.8,29,car,medium,403.2
64.6,35,car,medium,9302.4
9.7,12,car,high,1746.0
84.4,49,bike,low,3376.0
66.8,40,bike,low,2672.0
8.7,24,car,medium,1252.8
68.2,30,car,medium,9820.8
53.4,34,car,medium,7689.6
8.5,38,bike,medium,408.0
93.3,34,car,medium,13435.2
33.5,12,bike,high,2010.0
38.8,20,car,medium,5587.2
58.0,76,bike,low,2320.0
37.3,19,bike,high,2238.0
72.0,15,bike,high,4320.0
7.0,6,car,high,1260.0
29.8,18,car,high,5364.0
25.3,65,car,low,3036.0
36.0,11,car,high,6480.0
2.8,17,bike,high,168.0
76.2,37,car,medium,10972.8
65.0,35,car,medium,9360.0
75.5,38,car,medium,10872.0
24.0,33,bike,medium,1152.0
38.5,40,bike,low,1540.0
25.5,13,bike,high,1530.0
93.4,32,car,medium,13449.6
69.3,79,bike,low,2772.0
71.4,68,bike,low,2856.0
67.7,30,car,medium,9748.8
93.2,23,bike,medium,4473.6
92.9,25,bike,medium,4459.2
8.0,61,car,low,960.0
20.2,23,car,medium,2908.8
17.4,71,car,low,2088.0
94.4,5,car,high,16992.0
8.8,78,car,low,1056.0
31.3,15,car,high,5634.0
19.2,29,bike,medium,921.6
36.6,10,bike,high,2196.0
83.3,19,bike,high,4998.0
80.1,39,car,medium,11534.4
78.4,11,bike,high,4704.0
43.2,14,car,high,7776.0
4.5,40,car,low,540.0
88.0,18,bike,high,5280.0
71.7,36,bike,medium,3441.6
13.4,23,bike,medium,643.2
8.5,18,bike,high,510.0
91.0,35,car,medium,13104.0
89.2,20,bike,medium,4281.6
18.9,24,car,medium,2721.6
59.9,32,car,medium,8625.6
27.4,17,car,high,4932.0
92.9,15,car,high,16722.0
97.2,65,car,low,11664.0
19.5,26,car,medium,2808.0
42.9,75,car,low,5148.0
59.3,39,bike,medium,2846.4
50.9,18,car,high,9162.0
59.6,46,car,low,7152.0
9.7,56,bike,low,388.0
83.4,33,bike,medium,4003.2
47.5,17,car,high,8550.0
75.7,7,bike,high,4542.0
12.4,40,bike,medium,595.2
81.8,15,bike,high,4908.0
35.9,18,car,high,6462.0
42.6,8,car,high,7668.0
84.9,13,bike,high,5094.0
2.5,28,car,medium,360.0
21.0,76,bike,low,840.0
20.4,73,bike,low,816.0
16.9,7,bike,high,1014.0
21.4,5,bike,high,1284.0
98.8,64,car,low,11856.0
46.2,65,car,low,5544.0
79.1,34,car,medium,11390.4
6.2,67,car,low,744.0
20.6,64,car,low,2472.0
51.8,34,bike,medium,2486.4
31.3,22,bike,medium,1502.4
95.2,67,car,low,11424.0
22.3,79,car,low,2676.0
50.7,19,car,high,9126.0
48.7,75,bike,low,1948.0
29.8,63,car,low,3576.0
51.2,39,bike,medium,2457.6
22.4,62,car,low,2688.0
31.1,47,car,low,3732.0
55.8,31,car,medium,8035.2
34.8,37,bike,medium,1670.4
63.8,18,car,high,11484.0
76.8,71,bike,low,3072.0
26.6,9,bike,high,1596.0
75.2,25,bike,medium,3609.6
77.0,5,bike,high,4620.0
99.2,54,bike,low,3968.0
22.5,15,bike,high,1350.0
41.3,20,car,high,7434.0
99.0,29,car,medium,14256.0
36.9,61,car,low,4428.0
51.3,68,bike,low,2052.0
73.8,32,bike,medium,3542.4
51.6,6,bike,high,3096.0
32.1,15,car,high,5778.0
96.5,23,bike,medium,4632.0
56.3,67,car,low,6756.0
13.4,17,car,high,2412.0
69.9,78,car,low,8388.0
54.4,12,car,high,9792.0
78.3,67,bike,low,3132.0
21.9,41,bike,low,876.0
20.1,17,bike,high,1206.0
27.6,20,bike,medium,1324.8
86.6,21,car,medium,12470.4
98.6,29,bike,medium,4732.8
98.4,46,car,low,11808.0
3.1,52,car,low,372.0
70.4,60,car,low,8448.0
55.8,19,car,high,10044.0
51.4,51,car,low,6168.0
49.5,29,car,medium,7128.0
5.0,30,bike,medium,240.0
4.8,35,car,medium,691.2
43.8,53,car,low,5256.0
29.5,20,bike,high,1770.0
12.4,7,car,high,2232.0
41.9,34,bike,medium,2011.2
88.2,65,bike,low,3528.0
42.0,19,bike,high,2520.0
